-0.919621	-0.071655	-1.000000
0.227520	-0.295340	1.000000
0.666191	0.593269	-1.000000
0.946312	-0.303496	-1.000000
0.334199	-0.513452	-1.000000
-0.098611	0.090729	1.000000
0.182768	-0.403815	1.000000
0.893734	0.255578	-1.000000
-0.524530	-0.485686	-1.000000
0.019565	0.012726	1.000000
-0.332711	-0.048202	1.000000
-0.005474	-0.055201	1.000000
-0.178996	0.431817	1.000000
0.152063	-0.180891	1.000000
0.079429	-0.638898	-1.000000
0.154096	0.122912	1.000000
-0.031823	-0.043087	1.000000
0.375876	-0.455071	-1.000000
0.489774	-0.403368	-1.000000
0.174071	0.131261	1.000000
-0.399614	0.152946	1.000000
-0.064812	-0.637258	-1.000000
0.437838	-0.188561	1.000000
0.655465	-0.328233	-1.000000
0.224537	0.368494	1.000000
0.358759	-0.522130	-1.000000
0.313361	0.002914	1.000000
-0.052862	-0.250086	1.000000
-0.626046	-0.069817	-1.000000
0.769120	-0.243494	-1.000000
-0.618437	-0.556012	-1.000000
0.233834	-0.856415	-1.000000
0.166768	0.192781	1.000000
0.160516	-0.263176	1.000000
-0.424953	-0.050262	1.000000
0.319518	-0.445214	-1.000000
-0.253518	-0.358175	1.000000
0.147695	0.205692	1.000000
0.019112	0.013935	1.000000
0.067224	-0.109449	1.000000
0.321786	-0.816264	-1.000000
0.075271	0.022648	1.000000
-0.166614	-0.002569	1.000000
-0.005460	0.119197	1.000000
-0.111582	0.988887	-1.000000
0.447032	0.722937	-1.000000
-0.590890	0.438961	-1.000000
-0.563258	0.103395	-1.000000
0.272639	0.588451	-1.000000
-0.087549	0.217542	1.000000
-0.256406	-0.445735	-1.000000
0.602564	0.039819	-1.000000
0.641823	-0.013182	-1.000000
0.846553	0.470093	-1.000000
-0.376407	0.170160	1.000000
-0.711203	0.089207	-1.000000
-0.411332	-0.583255	-1.000000
-0.014120	-0.013564	1.000000
-0.452636	-0.211177	1.000000
0.049812	0.069501	1.000000
0.759387	0.646029	-1.000000
0.567296	-0.313776	-1.000000
-0.040665	-0.058563	1.000000
-0.028943	-0.029080	1.000000
0.076283	-0.633680	-1.000000
0.628168	0.735672	-1.000000
0.327741	0.020872	1.000000
-0.743546	-0.532530	-1.000000
0.497331	-0.813329	-1.000000
-0.770059	0.175043	-1.000000
0.364574	0.115462	1.000000
0.308384	0.920588	-1.000000
-0.721212	0.100977	-1.000000
0.013795	-0.001189	1.000000
-0.093372	0.068569	1.000000
-0.001898	0.433713	1.000000
0.460992	0.167776	1.000000
-0.200406	-0.777366	-1.000000
0.382569	0.776676	-1.000000
0.215429	0.003558	1.000000
0.407648	0.252504	1.000000
0.100236	-0.015747	1.000000
0.947150	0.127438	-1.000000
0.187353	0.381549	1.000000
-0.503031	-0.410253	-1.000000
-0.032028	-0.377473	1.000000
0.055929	-0.008661	1.000000
-0.494682	0.209726	-1.000000
-0.323227	0.525239	-1.000000
-0.256383	0.430003	-1.000000
0.044777	-0.084802	1.000000
0.008531	-0.176621	1.000000
0.042281	0.736635	-1.000000
0.656706	0.191280	-1.000000
-0.830221	-0.196272	-1.000000
0.663245	-0.325060	-1.000000
-0.454788	0.879876	-1.000000
0.699917	-0.692551	-1.000000
0.194139	-0.079935	1.000000
-0.466165	0.360718	-1.000000
